Symbol,Company Name,Security Name,Market Category,Test Issue,Financial Status,Round Lot Size
BSHSL,BOMBAY SUPER HYBRID SEEDS LIMITED,BOMBAY SUPER HYBRID SEEDS LIMITED,,,,
RELTD,RAVINDRA ENERGY LIMITED,RAVINDRA ENERGY LIMITED,,,,
GPTINFRA,GPT INFRAPROJECTS LIMITED,GPT INFRAPROJECTS LIMITED,,,,
SIRCA,SIRCA PAINTS INDIA LIMITED,SIRCA PAINTS INDIA LIMITED,,,,
GKWLIMITED,GKW LIMITED,GKW LIMITED,,,,
CAMLINFINE,CAMLIN FINE SCIENCES LIMITED,CAMLIN FINE SCIENCES LIMITED,,,,
IGPL,IG PETROCHEMICALS LIMITED,IG PETROCHEMICALS LIMITED,,,,
DANISH,DANISH POWER LIMITED,DANISH POWER LIMITED,,,,
SALZERELEC,SALZER ELECTRONICS LIMITED,SALZER ELECTRONICS LIMITED,,,,
GRPLTD,GRP LIMITED,GRP LIMITED,,,,
ROTO,ROTO PUMPS LIMITED,ROTO PUMPS LIMITED,,,,
SYNCOMF,SYNCOM FORMULATIONS (INDIA) LIMITED,SYNCOM FORMULATIONS (INDIA) LIMITED,,,,
SIGACHI,SIGACHI INDUSTRIES LIMITED,SIGACHI INDUSTRIES LIMITED,,,,
DPSCLTD,DPSC LIMITED,DPSC LIMITED,,,,
MUFIN,MUFIN GREEN FINANCE LIMITED,MUFIN GREEN FINANCE LIMITED,,,,
HERANBA,HERANBA INDUSTRIES LIMITED,HERANBA INDUSTRIES LIMITED,,,,
EXCELINDUS,EXCEL INDUSTRIES LIMITED,EXCEL INDUSTRIES LIMITED,,,,
GNA,GNA AXLES LIMITED,GNA AXLES LIMITED,,,,
SUYOG,SUYOG TELEMATICS LIMITED,SUYOG TELEMATICS LIMITED,,,,
SURYODAY,SURYODAY SMALL FINANCE BANK LIMITED,SURYODAY SMALL FINANCE BANK LIMITED,,,,
RIIL,RELIANCE INDUSTRIAL INFRASTRUCTURE LIMITED,RELIANCE INDUSTRIAL INFRASTRUCTURE LIMITED,,,,
ATULAUTO,ATUL AUTO LIMITED,ATUL AUTO LIMITED,,,,
GTPL,GTPL HATHWAY LIMITED,GTPL HATHWAY LIMITED,,,,
SADHNANIQ,SADHANA NITROCHEM LIMITED,SADHANA NITROCHEM LIMITED,,,,
ADORWELD,ADOR WELDING LIMITED,ADOR WELDING LIMITED,,,,
PANACEABIO,PANACEA BIOTEC LIMITED,PANACEA BIOTEC LIMITED,,,,
SAHASRA,SAHASRA ELECTRONIC SOLUTIONS LIMITED,SAHASRA ELECTRONIC SOLUTIONS LIMITED,,,,
AGARIND,AGARWAL INDUSTRIAL CORPORATION LIMITED,AGARWAL INDUSTRIAL CORPORATION LIMITED,,,,
DSSL,DYNACONS SYSTEMS & SOLUTIONS LIMITED,DYNACONS SYSTEMS & SOLUTIONS LIMITED,,,,
GODAVARIB,GODAVARI BIOREFINERIES LIMITED,GODAVARI BIOREFINERIES LIMITED,,,,
BIGBLOC,BIGBLOC CONSTRUCTION LIMITED,BIGBLOC CONSTRUCTION LIMITED,,,,
HIRECT,HIND RECTIFIERS LIMITED,HIND RECTIFIERS LIMITED,,,,
SWELECTES,SWELECT ENERGY SYSTEMS LIMITED,SWELECT ENERGY SYSTEMS LIMITED,,,,
DCMSRIND,DCM SHRIRAM INDUSTRIES LIMITED,DCM SHRIRAM INDUSTRIES LIMITED,,,,
BCG,BRIGHTCOM GROUP LIMITED  ,BRIGHTCOM GROUP LIMITED  ,,,,
WALCHANNAG,WALCHANDNAGAR INDUSTRIES LIMITED,WALCHANDNAGAR INDUSTRIES LIMITED,,,,
IRMENERGY,IRM ENERGY LIMITED,IRM ENERGY LIMITED,,,,
BHARATWIRE,BHARAT WIRE ROPES LIMITED,BHARAT WIRE ROPES LIMITED,,,,
PENINLAND,PENINSULA LAND LIMITED,PENINSULA LAND LIMITED,,,,
INDNIPPON,INDIA NIPPON ELECTRICALS LIMITED,INDIA NIPPON ELECTRICALS LIMITED,,,,
KOKUYOCMLN,KOKUYO CAMLIN LIMITED,KOKUYO CAMLIN LIMITED,,,,
ARMANFIN,ARMAN FINANCIAL SERVICES LIMITED,ARMAN FINANCIAL SERVICES LIMITED,,,,
MADRASFERT,MADRAS FERTILIZERS LIMITED,MADRAS FERTILIZERS LIMITED,,,,
ZOTA,ZOTA HEALTH CARE LIMITED,ZOTA HEALTH CARE LIMITED,,,,
BOROSCI,BOROSIL SCIENTIFIC LIMITED,BOROSIL SCIENTIFIC LIMITED,,,,
SPIC,SOUTHERN PETROCHEMICALS INDUSTRIES CORPORATION  LIMITED,SOUTHERN PETROCHEMICALS INDUSTRIES CORPORATION  LIMITED,,,,
OAL,ORIENTAL AROMATICS LIMITED,ORIENTAL AROMATICS LIMITED,,,,
NDRAUTO,NDR AUTO COMPONENTS LIMITED,NDR AUTO COMPONENTS LIMITED,,,,
HIMATSEIDE,HIMATSINGKA SEIDE LIMITED,HIMATSINGKA SEIDE LIMITED,,,,
HITECHGEAR,THE HI-TECH GEARS LIMITED,THE HI-TECH GEARS LIMITED,,,,
OMINFRAL,OM INFRA LIMITED,OM INFRA LIMITED,,,,
BETA,BETA DRUGS LIMITED,BETA DRUGS LIMITED,,,,
TEXINFRA,TEXMACO INFRASTRUCTURE & HOLDINGS LIMITED,TEXMACO INFRASTRUCTURE & HOLDINGS LIMITED,,,,
AMNPLST,AMINES & PLASTICIZERS LIMITED,AMINES & PLASTICIZERS LIMITED,,,,
MANGCHEFER,MANGALORE CHEMICALS & FERTILIZERS LIMITED,MANGALORE CHEMICALS & FERTILIZERS LIMITED,,,,
DYCL,DYNAMIC CABLES LIMITED,DYNAMIC CABLES LIMITED,,,,
BCLIND,BCL INDUSTRIES LIMITED,BCL INDUSTRIES LIMITED,,,,
RML,RANE (MADRAS) LIMITED,RANE (MADRAS) LIMITED,,,,
MSPL,MSP STEEL & POWER LIMITED,MSP STEEL & POWER LIMITED,,,,
ASALCBR,ASSOCIATED ALCOHOLS & BREWERIES LIMITED,ASSOCIATED ALCOHOLS & BREWERIES LIMITED,,,,
EVERESTIND,EVEREST INDUSTRIES LIMITED,EVEREST INDUSTRIES LIMITED,,,,
CEWATER,CONCORD ENVIRO SYSTEMS LIMITED,CONCORD ENVIRO SYSTEMS LIMITED,,,,
MONTECARLO,MONTE CARLO FASHIONS LIMITED,MONTE CARLO FASHIONS LIMITED,,,,
TFCILTD,TOURISM FINANCE CORPORATION OF INDIA LIMITED,TOURISM FINANCE CORPORATION OF INDIA LIMITED,,,,
ALLDIGI,ALLDIGI TECH LIMITED,ALLDIGI TECH LIMITED,,,,
BUTTERFLY,BUTTERFLY GANDHIMATHI APPLIANCES LIMITED,BUTTERFLY GANDHIMATHI APPLIANCES LIMITED,,,,
EIMCOELECO,EIMCO ELECON (INDIA) LIMITED,EIMCO ELECON (INDIA) LIMITED,,,,
SMCGLOBAL,SMC GLOBAL SECURITIES LIMITED,SMC GLOBAL SECURITIES LIMITED,,,,
5PAISA,5PAISA CAPITAL LIMITED,5PAISA CAPITAL LIMITED,,,,
MATRIMONY,MATRIMONY.COM LIMITED,MATRIMONY.COM LIMITED,,,,
YUKEN,YUKEN INDIA LIMITED,YUKEN INDIA LIMITED,,,,
IMPAL,INDIA MOTOR PARTS AND ACCESSORIES LIMITED,INDIA MOTOR PARTS AND ACCESSORIES LIMITED,,,,
LIKHITHA,LIKHITHA INFRASTRUCTURE LIMITED,LIKHITHA INFRASTRUCTURE LIMITED,,,,
KABRAEXTRU,KABRA EXTRUSION TECHNIK LIMITED,KABRA EXTRUSION TECHNIK LIMITED,,,,
SUBEXLTD,SUBEX LIMITED,SUBEX LIMITED,,,,
FAIRCHEMOR,FAIRCHEM ORGANICS LIMITED,FAIRCHEM ORGANICS LIMITED,,,,
SPORTKING,SPORTKING INDIA LIMITED,SPORTKING INDIA LIMITED,,,,
TECHLABS,TRIDENT TECHLABS LIMITED,TRIDENT TECHLABS LIMITED,,,,
TBZ,TRIBHOVANDAS BHIMJI ZAVERI LIMITED,TRIBHOVANDAS BHIMJI ZAVERI LIMITED,,,,
STEELCAS,STEELCAST LIMITED,STEELCAST LIMITED,,,,
WINDMACHIN,WINDSOR MACHINES LIMITED,WINDSOR MACHINES LIMITED,,,,
CENTRUM,CENTRUM CAPITAL LIMITED,CENTRUM CAPITAL LIMITED,,,,
VINCOFE,VINTAGE COFFEE AND BEVERAGES LIMITED,VINTAGE COFFEE AND BEVERAGES LIMITED,,,,
ARIHANTSUP,ARIHANT SUPERSTRUCTURES LIMITED,ARIHANT SUPERSTRUCTURES LIMITED,,,,
DVL,DHUNSERI VENTURES LIMITED,DHUNSERI VENTURES LIMITED,,,,
CLSEL,CHAMAN LAL SETIA EXPORTS LIMITED,CHAMAN LAL SETIA EXPORTS LIMITED,,,,
HEXATRADEX,HEXA TRADEX LIMITED,HEXA TRADEX LIMITED,,,,
TNPL,TAMIL NADU NEWSPRINT & PAPERS LIMITED,TAMIL NADU NEWSPRINT & PAPERS LIMITED,,,,
RICOAUTO,RICO AUTO INDUSTRIES LIMITED,RICO AUTO INDUSTRIES LIMITED,,,,
MAMATA,MAMATA MACHINERY LIMITED,MAMATA MACHINERY LIMITED,,,,
RAMCOSYS,RAMCO SYSTEMS LIMITED,RAMCO SYSTEMS LIMITED,,,,
SHANKARA,SHANKARA BUILDING PRODUCTS LIMITED,SHANKARA BUILDING PRODUCTS LIMITED,,,,
ORIENTTECH,ORIENT TECHNOLOGIES LIMITED,ORIENT TECHNOLOGIES LIMITED,,,,
PVSL,POPULAR VEHICLES AND SERVICES LIMITED,POPULAR VEHICLES AND SERVICES LIMITED,,,,
PUNJABCHEM,PUNJAB CHEMICALS & CROP PROTECTION LIMITED,PUNJAB CHEMICALS & CROP PROTECTION LIMITED,,,,
ASIANENE,ASIAN ENERGY SERVICES LIMITED,ASIAN ENERGY SERVICES LIMITED,,,,
GPTHEALTH,GPT HEALTHCARE LIMITED,GPT HEALTHCARE LIMITED,,,,
ANDHRSUGAR,THE ANDHRA SUGARS LIMITED,THE ANDHRA SUGARS LIMITED,,,,
SOLEX,SOLEX ENERGY LIMITED,SOLEX ENERGY LIMITED,,,,
KRISHANA,KRISHANA PHOSCHEM LIMITED,KRISHANA PHOSCHEM LIMITED,,,,
AGIIL,AGI INFRA LIMITED,AGI INFRA LIMITED,,,,
KELLTONTEC,KELLTON TECH SOLUTIONS LIMITED,KELLTON TECH SOLUTIONS LIMITED,,,,
JGCHEM,J.G.CHEMICALS LIMITED,J.G.CHEMICALS LIMITED,,,,
RISHABH,RISHABH INSTRUMENTS LIMITED,RISHABH INSTRUMENTS LIMITED,,,,
ACLGATI,ALLCARGO GATI LIMITED,ALLCARGO GATI LIMITED,,,,
CENTENKA,CENTURY ENKA LIMITED,CENTURY ENKA LIMITED,,,,
VIMTALABS,VIMTA LABS LIMITED,VIMTA LABS LIMITED,,,,
KAMDHENU,KAMDHENU LIMITED,KAMDHENU LIMITED,,,,
VASCONEQ,VASCON ENGINEERS LIMITED,VASCON ENGINEERS LIMITED,,,,
BESTAGRO,BEST AGROLIFE LIMITED,BEST AGROLIFE LIMITED,,,,
REMUS,REMUS PHARMACEUTICALS LIMITED,REMUS PHARMACEUTICALS LIMITED,,,,
ADSL,ALLIED DIGITAL SERVICES LIMITED,ALLIED DIGITAL SERVICES LIMITED,,,,
SHREDIGCEM,SHREE DIGVIJAY CEMENT CO.LIMITED,SHREE DIGVIJAY CEMENT CO.LIMITED,,,,
KERNEX,KERNEX MICROSYSTEMS (INDIA) LIMITED,KERNEX MICROSYSTEMS (INDIA) LIMITED,,,,
LINCOLN,LINCOLN PHARMACEUTICALS LIMITED,LINCOLN PHARMACEUTICALS LIMITED,,,,
SPCENET,SPACENET ENTERPRISES INDIA LIMITED,SPACENET ENTERPRISES INDIA LIMITED,,,,
WEALTH,WEALTH FIRST PORTFOLIO MANAGERS LIMITED,WEALTH FIRST PORTFOLIO MANAGERS LIMITED,,,,
SIGNPOST,SIGNPOST INDIA LIMITED,SIGNPOST INDIA LIMITED,,,,
ONEPOINT,ONE POINT ONE SOLUTIONS LIMITED,ONE POINT ONE SOLUTIONS LIMITED,,,,
VLEGOV,VL E GOVERNANCE & IT SOLUTIONS LIMITED,VL E GOVERNANCE & IT SOLUTIONS LIMITED,,,,
MACPOWER,MACPOWER CNC MACHINES LIMITED,MACPOWER CNC MACHINES LIMITED,,,,
HERCULES,HERCULES HOISTS LIMITED,HERCULES HOISTS LIMITED,,,,
VHL,VARDHMAN HOLDINGS LIMITED,VARDHMAN HOLDINGS LIMITED,,,,
TVTODAY,TV TODAY NETWORK LIMITED,TV TODAY NETWORK LIMITED,,,,
MANALIPETC,MANALI PETROCHEMICALS LIMITED,MANALI PETROCHEMICALS LIMITED,,,,
CAPITALSFB,CAPITAL SMALL FINANCE BANK LIMITED,CAPITAL SMALL FINANCE BANK LIMITED,,,,
BLISSGVS,BLISS GVS PHARMA LIMITED,BLISS GVS PHARMA LIMITED,,,,
ESTER,ESTER INDUSTRIES LIMITED,ESTER INDUSTRIES LIMITED,,,,
WCIL,WESTERN CARRIERS (INDIA) LIMITED,WESTERN CARRIERS (INDIA) LIMITED,,,,
CHEMFAB,CHEMFAB ALKALIS LIMITED,CHEMFAB ALKALIS LIMITED,,,,
GRMOVER,GRM OVERSEAS LIMITED,GRM OVERSEAS LIMITED,,,,
SAURASHCEM,SAURASHTRA CEMENT LIMITED,SAURASHTRA CEMENT LIMITED,,,,
RGL,RENAISSANCE GLOBAL LIMITED,RENAISSANCE GLOBAL LIMITED,,,,
KROSS,KROSS LIMITED,KROSS LIMITED,,,,
SPMLINFRA,SPML INFRA LIMITED,SPML INFRA LIMITED,,,,
DHAMPURSUG,DHAMPUR SUGAR MILLS LIMITED,DHAMPUR SUGAR MILLS LIMITED,,,,
NGLFINE,NGL FINE-CHEM LIMITED,NGL FINE-CHEM LIMITED,,,,
XCHANGING,XCHANGING SOLUTIONS LIMITED,XCHANGING SOLUTIONS LIMITED,,,,
KECL,KIRLOSKAR ELECTRIC COMPANY LIMITED,KIRLOSKAR ELECTRIC COMPANY LIMITED,,,,
CREST,CREST VENTURES LIMITED,CREST VENTURES LIMITED,,,,
KOPRAN,KOPRAN LIMITED,KOPRAN LIMITED,,,,
SELAN,SELAN EXPLORATION TECHNOLOGY LIMITED,SELAN EXPLORATION TECHNOLOGY LIMITED,,,,
MUKKA,MUKKA PROTEINS LIMITED,MUKKA PROTEINS LIMITED,,,,
AVADHSUGAR,AVADH SUGAR & ENERGY LIMITED,AVADH SUGAR & ENERGY LIMITED,,,,
HLVLTD,HLV LIMITED,HLV LIMITED,,,,
SATINDLTD,SAT INDUSTRIES LIMITED,SAT INDUSTRIES LIMITED,,,,
AVTNPL,AVT NATURAL PRODUCTS LIMITED,AVT NATURAL PRODUCTS LIMITED,,,,
RAJRILTD,RAJ RAYON INDUSTRIES LIMITED,RAJ RAYON INDUSTRIES LIMITED,,,,
PPL,PRAKASH PIPES LIMITED,PRAKASH PIPES LIMITED,,,,
VLSFINANCE,VLS FINANCE LIMITED,VLS FINANCE LIMITED,,,,
DWARKESH,DWARIKESH SUGAR INDUSTRIES LIMITED,DWARIKESH SUGAR INDUSTRIES LIMITED,,,,
SNOWMAN,SNOWMAN LOGISTICS LIMITED,SNOWMAN LOGISTICS LIMITED,,,,
RKSWAMY,R K SWAMY LIMITED,R K SWAMY LIMITED,,,,
PDMJEPAPER,PUDUMJEE PAPER PRODUCTS LIMITED,PUDUMJEE PAPER PRODUCTS LIMITED,,,,
GULPOLY,GULSHAN POLYOLS LIMITED,GULSHAN POLYOLS LIMITED,,,,
JAGSNPHARM,JAGSONPAL PHARMACEUTICALS LIMITED,JAGSONPAL PHARMACEUTICALS LIMITED,,,,
INDOAMIN,INDO AMINES LIMITED,INDO AMINES LIMITED,,,,
SANDESH,THE SANDESH LIMITED,THE SANDESH LIMITED,,,,
ASAL,AUTOMOTIVE STAMPINGS AND ASSEMBLIES LIMITED,AUTOMOTIVE STAMPINGS AND ASSEMBLIES LIMITED,,,,
CONTROLPR,CONTROL PRINT LIMITED,CONTROL PRINT LIMITED,,,,
SAHANA,SAHANA SYSTEM LIMITED,SAHANA SYSTEM LIMITED,,,,
ELECTHERM,ELECTROTHERM (INDIA) LIMITED,ELECTROTHERM (INDIA) LIMITED,,,,
SIMPLEXINF,SIMPLEX INFRASTRUCTURES LIMITED,SIMPLEX INFRASTRUCTURES LIMITED,,,,
OSWALGREEN,OSWAL GREENTECH LIMITED,OSWAL GREENTECH LIMITED,,,,
STEELXIND,STEEL EXCHANGE INDIA LIMITED,STEEL EXCHANGE INDIA LIMITED,,,,
KUANTUM,KUANTUM PAPERS LIMITED,KUANTUM PAPERS LIMITED,,,,
GICHSGFIN,GIC HOUSING FINANCE LIMITED,GIC HOUSING FINANCE LIMITED,,,,
GALAPREC,GALA PRECISION ENGINEERING LIMITED,GALA PRECISION ENGINEERING LIMITED,,,,
UTTAMSUGAR,UTTAM SUGAR MILLS LIMITED,UTTAM SUGAR MILLS LIMITED,,,,
ICEMAKE,ICE MAKE REFRIGERATION LIMITED,ICE MAKE REFRIGERATION LIMITED,,,,
HEUBACHIND,HEUBACH COLORANTS INDIA LIMITED,HEUBACH COLORANTS INDIA LIMITED,,,,
RADHIKAJWE,RADHIKA JEWELTECH LIMITED,RADHIKA JEWELTECH LIMITED,,,,
NDTV,NEW DELHI TELEVISION LIMITED,NEW DELHI TELEVISION LIMITED,,,,
DIFFNKG,DIFFUSION ENGINEERS LIMITED,DIFFUSION ENGINEERS LIMITED,,,,
KSOLVES,KSOLVES INDIA LIMITED,KSOLVES INDIA LIMITED,,,,
ARROWGREEN,ARROW GREENTECH LIMITED,ARROW GREENTECH LIMITED,,,,
MVGJL,MANOJ VAIBHAV GEMS N JEWELLERS LIMITED,MANOJ VAIBHAV GEMS N JEWELLERS LIMITED,,,,
MUFTI,CREDO BRANDS MARKETING LIMITED,CREDO BRANDS MARKETING LIMITED,,,,
DHUNINV,DHUNSERI INVESTMENTS LIMITED,DHUNSERI INVESTMENTS LIMITED,,,,
MAXIND,MAX INDIA LIMITED,MAX INDIA LIMITED,,,,
PAKKA,PAKKA LIMITED,PAKKA LIMITED,,,,
ROSSELLIND,ROSSELL INDIA LIMITED,ROSSELL INDIA LIMITED,,,,
CREATIVE,CREATIVE NEWTECH LIMITED,CREATIVE NEWTECH LIMITED,,,,
KOTHARIPET,KOTHARI PETROCHEMICALS LIMITED,KOTHARI PETROCHEMICALS LIMITED,,,,
APTECHT,APTECH LIMITED,APTECH LIMITED,,,,
INDORAMA,INDO RAMA SYNTHETICS (INDIA) LIMITED,INDO RAMA SYNTHETICS (INDIA) LIMITED,,,,
HARDWYN,HARDWYN INDIA LIMITED,HARDWYN INDIA LIMITED,,,,
NACLIND,NACL INDUSTRIES LIMITED,NACL INDUSTRIES LIMITED,,,,
C2C,C2C ADVANCED SYSTEMS LIMITED,C2C ADVANCED SYSTEMS LIMITED,,,,
SRHHYPOLTD,SREE RAYALASEEMA HI-STRENGTH HYPO LIMITED,SREE RAYALASEEMA HI-STRENGTH HYPO LIMITED,,,,
NELCAST,NELCAST LIMITED,NELCAST LIMITED,,,,
UNIENTER,UNIPHOS ENTERPRISES LIMITED,UNIPHOS ENTERPRISES LIMITED,,,,
SATIA,SATIA INDUSTRIES LIMITED,SATIA INDUSTRIES LIMITED,,,,
VILAS,VILAS TRANSCORE LIMITED,VILAS TRANSCORE LIMITED,,,,
VINYAS,VINYAS INNOVATIVE TECHNOLOGIES LIMITED,VINYAS INNOVATIVE TECHNOLOGIES LIMITED,,,,
MUNJALAU,MUNJAL AUTO INDUSTRIES LIMITED,MUNJAL AUTO INDUSTRIES LIMITED,,,,
FAZE3Q,FAZE THREE LIMITED,FAZE THREE LIMITED,,,,
ANUHPHR,ANUH PHARMA LIMITED,ANUH PHARMA LIMITED,,,,
BAJAJHCARE,BAJAJ HEALTHCARE LIMITED,BAJAJ HEALTHCARE LIMITED,,,,
ATL,ALLCARGO TERMINALS LIMITED,ALLCARGO TERMINALS LIMITED,,,,
MAGADSUGAR,MAGADH SUGAR & ENERGY LIMITED,MAGADH SUGAR & ENERGY LIMITED,,,,
BLAL,BEML LAND ASSETS LIMITED,BEML LAND ASSETS LIMITED,,,,
ELIN,ELIN ELECTRONICS LIMITED,ELIN ELECTRONICS LIMITED,,,,
GGBL,GANESH GREEN BHARAT LIMITED,GANESH GREEN BHARAT LIMITED,,,,
SHALPAINTS,SHALIMAR PAINTS LIMITED,SHALIMAR PAINTS LIMITED,,,,
JAYBARMARU,JAY BHARAT MARUTI LIMITED,JAY BHARAT MARUTI LIMITED,,,,
GANESHBE,GANESH BENZOPLAST LIMITED,GANESH BENZOPLAST LIMITED,,,,
DHARMAJ,DHARMAJ CROP GUARD LIMITED,DHARMAJ CROP GUARD LIMITED,,,,
AGSTRA,AGS TRANSACT TECHNOLOGIES LIMITED,AGS TRANSACT TECHNOLOGIES LIMITED,,,,
BASILIC,BASILIC FLY STUDIO LIMITED,BASILIC FLY STUDIO LIMITED,,,,
SUTLEJTEX,SUTLEJ TEXTILES AND INDUSTRIES LIMITED,SUTLEJ TEXTILES AND INDUSTRIES LIMITED,,,,
TREL,TRANSINDIA REAL ESTATE LIMITED,TRANSINDIA REAL ESTATE LIMITED,,,,
NAHARSPING,NAHAR SPINNING MILLS LIMITED,NAHAR SPINNING MILLS LIMITED,,,,
VALIANTORG,VALIANT ORGANICS LIMITED,VALIANT ORGANICS LIMITED,,,,
ZEEMEDIA,ZEE MEDIA CORPORATION LIMITED,ZEE MEDIA CORPORATION LIMITED,,,,
ZUARIIND,ZUARI INDUSTRIES LIMITED,ZUARI INDUSTRIES LIMITED,,,,
SARTELE,SAR TELEVENTURE LIMITED,SAR TELEVENTURE LIMITED,,,,
INFOBEAN,INFOBEANS TECHNO. LIMITED,INFOBEANS TECHNO. LIMITED,,,,
AIMTRON,AIMTRON ELECTRONICS LIMITED,AIMTRON ELECTRONICS LIMITED,,,,
URJA,URJA GLOBAL LIMITED,URJA GLOBAL LIMITED,,,,
STCINDIA,THE STATE TRADING CORPORATION OF INDIA LIMITED,THE STATE TRADING CORPORATION OF INDIA LIMITED,,,,
KRYSTAL,KRYSTAL INTEGRATED SERVICES LIMITED,KRYSTAL INTEGRATED SERVICES LIMITED,,,,
GANDHITUBE,GANDHI SPECIAL TUBES LIMITED,GANDHI SPECIAL TUBES LIMITED,,,,
CELLECOR,CELLECOR GADGETS LIMITED,CELLECOR GADGETS LIMITED,,,,
SSEGL,SATHLOKHAR SYNERGYS E&C GLOBAL LIMITED,SATHLOKHAR SYNERGYS E&C GLOBAL LIMITED,,,,
THEINVEST,THE INVESTMENT TRUST OF INDIA LIMITED,THE INVESTMENT TRUST OF INDIA LIMITED,,,,
KAMOPAINTS,KAMDHENU VENTURES LIMITED,KAMDHENU VENTURES LIMITED,,,,
SASTASUNDR,SASTASUNDAR VENTURES LIMITED,SASTASUNDAR VENTURES LIMITED,,,,
DENTALKART,VASA DENTICITY LIMITED,VASA DENTICITY LIMITED,,,,
KRITI,KRITI INDUSTRIES (INDIA) LIMITED,KRITI INDUSTRIES (INDIA) LIMITED,,,,
KRISHNADEF,KRISHNA DEFENCE AND ALLIED INDUSTRIES LIMITED,KRISHNA DEFENCE AND ALLIED INDUSTRIES LIMITED,,,,
ARIHANTCAP,ARIHANT CAPITAL MARKETS LIMITED,ARIHANT CAPITAL MARKETS LIMITED,,,,
NINSYS,NINTEC SYSTEMS LIMITED,NINTEC SYSTEMS LIMITED,,,,
EMKAYTOOLS,EMKAY TAPS AND CUTTING TOOLS LIMITED,EMKAY TAPS AND CUTTING TOOLS LIMITED,,,,
AYMSYNTEX,AYM SYNTEX LIMITED,AYM SYNTEX LIMITED,,,,
NCLIND,NCL INDUSTRIES LIMITED,NCL INDUSTRIES LIMITED,,,,
ENIL,ENTERTAINMENT NETWORK (INDIA) LIMITED,ENTERTAINMENT NETWORK (INDIA) LIMITED,,,,
APS,AUSTRALIAN PREMIUM SOLAR (INDIA) LIMITED,AUSTRALIAN PREMIUM SOLAR (INDIA) LIMITED,,,,
RSWM,RSWM LIMITED,RSWM LIMITED,,,,
ASIANTILES,ASIAN GRANITO INDIA LIMITED,ASIAN GRANITO INDIA LIMITED,,,,
ORIENTPPR,ORIENT PAPER & INDUSTRIES LIMITED,ORIENT PAPER & INDUSTRIES LIMITED,,,,
KOTYARK,KOTYARK INDUSTRIES LIMITED,KOTYARK INDUSTRIES LIMITED,,,,
BODALCHEM,BODAL CHEMICALS LIMITED,BODAL CHEMICALS LIMITED,,,,
DHANBANK,DHANLAXMI BANK LIMITED,DHANLAXMI BANK LIMITED,,,,
BIRLAMONEY,ADITYA BIRLA MONEY LIMITED,ADITYA BIRLA MONEY LIMITED,,,,
INNOVANA,INNOVANA THINKLABS LIMITED,INNOVANA THINKLABS LIMITED,,,,
GVKPIL,GVK POWER & INFRASTRUCTURE LIMITED,GVK POWER & INFRASTRUCTURE LIMITED,,,,
GHCLTEXTIL,GHCL TEXTILES LIMITED,GHCL TEXTILES LIMITED,,,,
SICALLOG,SICAL LOGISTICS LIMITED,SICAL LOGISTICS LIMITED,,,,
RATNAVEER,RATNAVEER PRECISION ENGINEERING LIMITED,RATNAVEER PRECISION ENGINEERING LIMITED,,,,
SHIVALIK,SHIVALIK RASAYAN LIMITED,SHIVALIK RASAYAN LIMITED,,,,
AMBIKCO,AMBIKA COTTON MILLS LIMITED,AMBIKA COTTON MILLS LIMITED,,,,
GFLLIMITED,GFL LIMITED,GFL LIMITED,,,,
ROHLTD,ROYAL ORCHID HOTELS LIMITED,ROYAL ORCHID HOTELS LIMITED,,,,
LINC,LINC LIMITED,LINC LIMITED,,,,
PRIMESECU,PRIME SECURITIES LIMITED,PRIME SECURITIES LIMITED,,,,
20MICRONS,20 MICRONS LIMITED,20 MICRONS LIMITED,,,,
RUSHIL,RUSHIL DECOR LIMITED,RUSHIL DECOR LIMITED,,,,
SBC,SBC EXPORTS LIMITED,SBC EXPORTS LIMITED,,,,
RACLGEAR,RACL GEARTECH LIMITED,RACL GEARTECH LIMITED,,,,
RITCO,RITCO LOGISTICS LIMITED,RITCO LOGISTICS LIMITED,,,,
MINDTECK,MINDTECK (INDIA) LIMITED,MINDTECK (INDIA) LIMITED,,,,
CHEMCON,CHEMCON SPECIALITY CHEMICALS LIMITED,CHEMCON SPECIALITY CHEMICALS LIMITED,,,,
ESFL,ESSEN SPECIALITY FILMS LIMITED,ESSEN SPECIALITY FILMS LIMITED,,,,
SARVESHWAR,SARVESHWAR FOODS LIMITED,SARVESHWAR FOODS LIMITED,,,,
FILATFASH,FILATEX FASHIONS LIMITED,FILATEX FASHIONS LIMITED,,,,
ZODIAC,ZODIAC ENERGY LIMITED,ZODIAC ENERGY LIMITED,,,,
SILVERTUC,SILVER TOUCH TECHNOLOGIES LIMITED,SILVER TOUCH TECHNOLOGIES LIMITED,,,,
GIRIRAJ,GIRIRAJ CIVIL DEVELOPERS LIMITED,GIRIRAJ CIVIL DEVELOPERS LIMITED,,,,
CSLFINANCE,CSL FINANCE LIMITED,CSL FINANCE LIMITED,,,,
ESSARSHPNG,ESSAR SHIPPING LIMITED,ESSAR SHIPPING LIMITED,,,,
MALLCOM,MALLCOM (INDIA) LIMITED,MALLCOM (INDIA) LIMITED,,,,
TRACXN,TRACXN TECHNOLOGIES LIMITED,TRACXN TECHNOLOGIES LIMITED,,,,
VHLTD,VICEROY HOTELS LIMITED,VICEROY HOTELS LIMITED,,,,
STEL,STEL HOLDINGS LIMITED,STEL HOLDINGS LIMITED,,,,
